epoch	step	loss	l1	ciou	train_iou	lr	mIoU	Acc@0.25	Acc@0.5	Acc@0.75	Acc@0.9	blind_mIoU	delta	sec
412	4130	0.1593	0.0057	0.0654	0.9349	0.6811	0.2043	0.3930	0.0846	0.0000	0.0000	0.1136	0.0927	1900
413	4140	0.1674	0.0059	0.0690	0.9314	0.6796	0.2150	0.3831	0.1045	0.0050	0.0000	0.1201	0.0974	1905
414	4150	0.1650	0.0062	0.0670	0.9332	0.6781	0.2037	0.3781	0.0846	0.0000	0.0000	0.1138	0.0931	1909
415	4160	0.1671	0.0061	0.0684	0.9319	0.6765	0.2081	0.3881	0.0945	0.0000	0.0000	0.1139	0.0971	1914
416	4170	0.1555	0.0058	0.0632	0.9370	0.6750	0.2109	0.3930	0.0945	0.0000	0.0000	0.1164	0.0970	1919
417	4180	0.1400	0.0050	0.0574	0.9428	0.6734	0.2098	0.3980	0.1045	0.0000	0.0000	0.1164	0.0961	1923
418	4190	0.1663	0.0062	0.0676	0.9327	0.6719	0.2084	0.3980	0.0846	0.0000	0.0000	0.1155	0.0945	1928
419	4200	0.1641	0.0064	0.0661	0.9342	0.6703	0.2062	0.3980	0.0945	0.0000	0.0000	0.1155	0.0924	1933
420	4210	0.1595	0.0057	0.0654	0.9349	0.6687	0.2054	0.3881	0.0746	0.0050	0.0000	0.1137	0.0936	1937
421	4220	0.1645	0.0061	0.0671	0.9332	0.6672	0.2013	0.3731	0.0846	0.0050	0.0000	0.1105	0.0934	1942
422	4230	0.1678	0.0065	0.0676	0.9328	0.6656	0.2006	0.4179	0.0796	0.0000	0.0000	0.1124	0.0896	1946
423	4240	0.1640	0.0063	0.0662	0.9341	0.6641	0.2062	0.3781	0.0796	0.0000	0.0000	0.1134	0.0943	1951
424	4250	0.1400	0.0053	0.0568	0.9433	0.6625	0.2048	0.3632	0.0796	0.0000	0.0000	0.1129	0.0943	1955
425	4260	0.1555	0.0058	0.0632	0.9371	0.6609	0.2049	0.3930	0.0796	0.0050	0.0000	0.1149	0.0922	1960
426	4270	0.1627	0.0059	0.0666	0.9336	0.6594	0.1997	0.3731	0.0597	0.0000	0.0000	0.1120	0.0900	1965
427	4280	0.1476	0.0057	0.0595	0.9406	0.6578	0.2056	0.3881	0.0746	0.0050	0.0000	0.1152	0.0929	1969
428	4290	0.1737	0.0066	0.0704	0.9299	0.6562	0.1990	0.3731	0.0547	0.0000	0.0000	0.1096	0.0925	1974
429	4300	0.1801	0.0067	0.0733	0.9273	0.6547	0.2084	0.4129	0.0746	0.0000	0.0000	0.1133	0.0965	1978
430	4310	0.1589	0.0058	0.0650	0.9353	0.6531	0.2059	0.4030	0.0796	0.0000	0.0000	0.1147	0.0938	1983
431	4320	0.1828	0.0069	0.0741	0.9263	0.6515	0.2022	0.3731	0.0647	0.0050	0.0000	0.1064	0.0975	1988
432	4330	0.1459	0.0053	0.0598	0.9405	0.6499	0.2057	0.3930	0.0647	0.0050	0.0000	0.1118	0.0957	1992
433	4340	0.1439	0.0052	0.0589	0.9413	0.6484	0.2074	0.3930	0.0697	0.0000	0.0000	0.1115	0.0974	1997
434	4350	0.1553	0.0058	0.0631	0.9372	0.6468	0.2030	0.3881	0.0547	0.0000	0.0000	0.1073	0.0968	2001
435	4360	0.1577	0.0059	0.0640	0.9363	0.6452	0.2078	0.4030	0.0746	0.0000	0.0000	0.1144	0.0953	2006
436	4370	0.1477	0.0052	0.0608	0.9394	0.6436	0.2133	0.3980	0.0846	0.0000	0.0000	0.1177	0.0968	2010
437	4380	0.1580	0.0057	0.0647	0.9356	0.6420	0.2092	0.3980	0.0647	0.0000	0.0000	0.1131	0.0982	2015
438	4390	0.1621	0.0059	0.0663	0.9340	0.6404	0.2061	0.4030	0.0746	0.0000	0.0000	0.1114	0.0973	2019
439	4400	0.1508	0.0056	0.0614	0.9388	0.6389	0.2011	0.3930	0.0547	0.0000	0.0000	0.1114	0.0932	2024
440	4410	0.1543	0.0058	0.0627	0.9375	0.6373	0.2010	0.4129	0.0647	0.0050	0.0000	0.1140	0.0899	2029
441	4420	0.1664	0.0060	0.0682	0.9320	0.6357	0.2093	0.4030	0.0746	0.0100	0.0000	0.1165	0.0956	2033
442	4430	0.1384	0.0050	0.0567	0.9435	0.6341	0.2112	0.4129	0.0846	0.0050	0.0000	0.1186	0.0958	2038
443	4440	0.1237	0.0046	0.0503	0.9498	0.6325	0.2051	0.4080	0.0746	0.0000	0.0000	0.1150	0.0919	2042
444	4450	0.1374	0.0051	0.0559	0.9442	0.6309	0.2140	0.4328	0.0896	0.0050	0.0000	0.1194	0.0965	2047
445	4460	0.1604	0.0060	0.0653	0.9350	0.6293	0.2061	0.3980	0.0846	0.0000	0.0000	0.1150	0.0928	2051
446	4470	0.1616	0.0057	0.0666	0.9337	0.6277	0.2111	0.3930	0.0796	0.0050	0.0000	0.1154	0.0981	2056
447	4480	0.1522	0.0055	0.0623	0.9379	0.6261	0.2112	0.3881	0.0796	0.0000	0.0000	0.1169	0.0958	2060
448	4490	0.1718	0.0063	0.0702	0.9302	0.6245	0.2076	0.3980	0.0945	0.0000	0.0000	0.1134	0.0956	2065
449	4500	0.1344	0.0049	0.0548	0.9454	0.6229	0.2183	0.4279	0.0995	0.0050	0.0000	0.1174	0.1028	2069
450	4510	0.1405	0.0051	0.0575	0.9427	0.6213	0.2119	0.3980	0.0995	0.0000	0.0000	0.1153	0.0979	2074
451	4520	0.1302	0.0048	0.0532	0.9470	0.6197	0.2124	0.4030	0.0995	0.0050	0.0000	0.1153	0.0984	2079
452	4530	0.1593	0.0055	0.0658	0.9344	0.6181	0.2100	0.4030	0.0846	0.0000	0.0000	0.1190	0.0918	2083
453	4540	0.1613	0.0056	0.0668	0.9336	0.6165	0.2081	0.3881	0.0995	0.0000	0.0000	0.1155	0.0938	2088
454	4550	0.1394	0.0051	0.0569	0.9433	0.6149	0.2047	0.3930	0.0995	0.0000	0.0000	0.1178	0.0887	2092
455	4560	0.1593	0.0057	0.0653	0.9350	0.6133	0.2115	0.3980	0.1095	0.0000	0.0000	0.1174	0.0956	2097
456	4570	0.1230	0.0045	0.0502	0.9499	0.6117	0.2122	0.3980	0.0896	0.0000	0.0000	0.1175	0.0960	2101
457	4580	0.1581	0.0057	0.0649	0.9353	0.6100	0.2056	0.3831	0.0945	0.0000	0.0000	0.1146	0.0926	2106
458	4590	0.1411	0.0051	0.0578	0.9424	0.6084	0.2028	0.4030	0.0746	0.0000	0.0000	0.1093	0.0953	2110
459	4600	0.1652	0.0056	0.0685	0.9318	0.6068	0.2105	0.4030	0.0846	0.0000	0.0000	0.1147	0.0977	2115
460	4610	0.1619	0.0054	0.0673	0.9330	0.6052	0.2055	0.4030	0.0796	0.0050	0.0000	0.1169	0.0904	2120
461	4620	0.1619	0.0058	0.0665	0.9338	0.6036	0.2120	0.4229	0.0796	0.0050	0.0000	0.1173	0.0970	2124
462	4630	0.1593	0.0056	0.0656	0.9347	0.6020	0.2095	0.4129	0.0945	0.0050	0.0000	0.1177	0.0939	2129
463	4640	0.1524	0.0054	0.0627	0.9376	0.6003	0.2050	0.3930	0.0697	0.0000	0.0000	0.1131	0.0944	2134
464	4650	0.1565	0.0057	0.0639	0.9363	0.5987	0.2097	0.4080	0.0846	0.0000	0.0000	0.1147	0.0976	2138
465	4660	0.1375	0.0051	0.0560	0.9442	0.5971	0.2050	0.3930	0.0647	0.0000	0.0000	0.1117	0.0949	2143
466	4670	0.1376	0.0050	0.0564	0.9438	0.5955	0.2114	0.4030	0.0846	0.0000	0.0000	0.1125	0.1004	2147
467	4680	0.1425	0.0053	0.0580	0.9422	0.5939	0.2115	0.3930	0.0796	0.0000	0.0000	0.1141	0.0990	2152
468	4690	0.1395	0.0052	0.0568	0.9434	0.5922	0.2098	0.4030	0.0896	0.0000	0.0000	0.1149	0.0963	2157
469	4700	0.1262	0.0048	0.0510	0.9493	0.5906	0.2084	0.4129	0.0697	0.0050	0.0000	0.1101	0.1006	2161
470	4710	0.1513	0.0053	0.0625	0.9379	0.5890	0.2151	0.4279	0.0796	0.0000	0.0000	0.1135	0.1039	2166
471	4720	0.1418	0.0049	0.0587	0.9415	0.5873	0.2120	0.4328	0.0746	0.0000	0.0000	0.1113	0.1024	2171
472	4730	0.1394	0.0052	0.0567	0.9435	0.5857	0.2112	0.4080	0.0945	0.0000	0.0000	0.1125	0.1007	2175
473	4740	0.1513	0.0054	0.0621	0.9381	0.5841	0.2125	0.3831	0.0995	0.0000	0.0000	0.1099	0.1041	2180
474	4750	0.1421	0.0051	0.0584	0.9418	0.5825	0.2131	0.4080	0.0896	0.0050	0.0000	0.1129	0.1022	2184
475	4760	0.1414	0.0049	0.0584	0.9419	0.5808	0.2122	0.4080	0.1045	0.0000	0.0000	0.1117	0.1030	2189
476	4770	0.1448	0.0055	0.0588	0.9414	0.5792	0.2135	0.4129	0.0746	0.0000	0.0000	0.1119	0.1041	2193
477	4780	0.1369	0.0052	0.0554	0.9448	0.5776	0.2154	0.4080	0.0896	0.0050	0.0000	0.1167	0.1016	2198
478	4790	0.1293	0.0047	0.0529	0.9472	0.5759	0.2128	0.3980	0.1045	0.0000	0.0000	0.1150	0.1007	2203
479	4800	0.1442	0.0048	0.0600	0.9402	0.5743	0.2178	0.4080	0.0945	0.0050	0.0000	0.1129	0.1074	2207
480	4810	0.1651	0.0058	0.0679	0.9324	0.5727	0.2082	0.4179	0.0846	0.0000	0.0000	0.1124	0.0981	2212
481	4820	0.1376	0.0050	0.0563	0.9439	0.5710	0.2111	0.3930	0.0995	0.0000	0.0000	0.1140	0.0988	2216
482	4830	0.1348	0.0047	0.0556	0.9445	0.5694	0.2162	0.3980	0.0896	0.0050	0.0000	0.1173	0.1012	2221
483	4840	0.1523	0.0055	0.0624	0.9379	0.5677	0.2098	0.3781	0.0846	0.0000	0.0000	0.1172	0.0949	2225
484	4850	0.1646	0.0056	0.0684	0.9320	0.5661	0.2103	0.3781	0.0846	0.0000	0.0000	0.1153	0.0971	2230
485	4860	0.1504	0.0051	0.0624	0.9378	0.5645	0.2113	0.3980	0.0896	0.0000	0.0000	0.1161	0.0972	2234
486	4870	0.1484	0.0052	0.0612	0.9390	0.5628	0.2103	0.4129	0.0846	0.0000	0.0000	0.1136	0.0987	2239
487	4880	0.1311	0.0049	0.0532	0.9470	0.5612	0.2128	0.4030	0.0796	0.0050	0.0000	0.1147	0.1005	2244
488	4890	0.1273	0.0048	0.0517	0.9485	0.5595	0.2108	0.3930	0.0945	0.0000	0.0000	0.1096	0.1035	2250
489	4900	0.1507	0.0057	0.0610	0.9392	0.5579	0.2148	0.3980	0.1095	0.0000	0.0000	0.1127	0.1051	2255
490	4910	0.1344	0.0047	0.0555	0.9447	0.5563	0.2062	0.4030	0.0896	0.0050	0.0000	0.1106	0.0986	2260
491	4920	0.1362	0.0054	0.0547	0.9454	0.5546	0.2086	0.4030	0.0945	0.0050	0.0000	0.1147	0.0959	2265
492	4930	0.1340	0.0051	0.0543	0.9459	0.5530	0.2058	0.3881	0.0796	0.0000	0.0000	0.1118	0.0971	2270
493	4940	0.1438	0.0054	0.0584	0.9418	0.5513	0.2116	0.3881	0.0846	0.0050	0.0000	0.1137	0.1005	2274
494	4950	0.1260	0.0049	0.0508	0.9493	0.5497	0.2089	0.3930	0.0697	0.0000	0.0000	0.1118	0.0984	2279
495	4960	0.1399	0.0051	0.0572	0.9430	0.5480	0.2091	0.3980	0.0796	0.0000	0.0000	0.1116	0.0996	2284
496	4970	0.1381	0.0052	0.0562	0.9440	0.5464	0.2077	0.3980	0.0846	0.0000	0.0000	0.1098	0.0998	2288
497	4980	0.1378	0.0052	0.0558	0.9444	0.5447	0.2114	0.4179	0.0945	0.0000	0.0000	0.1148	0.0989	2293
498	4990	0.1300	0.0047	0.0532	0.9470	0.5431	0.2070	0.3781	0.0796	0.0000	0.0000	0.1117	0.0976	2298
499	5000	0.1240	0.0045	0.0508	0.9493	0.5415	0.2079	0.3980	0.0846	0.0000	0.0000	0.1167	0.0935	2302
500	5010	0.1333	0.0049	0.0543	0.9459	0.5398	0.2097	0.3930	0.0796	0.0000	0.0000	0.1134	0.0976	2307
501	5020	0.1205	0.0045	0.0490	0.9511	0.5382	0.2078	0.3980	0.0945	0.0000	0.0000	0.1134	0.0958	2311
502	5030	0.1315	0.0048	0.0539	0.9464	0.5365	0.2053	0.3881	0.0746	0.0000	0.0000	0.1101	0.0965	2316
503	5040	0.1394	0.0049	0.0575	0.9427	0.5349	0.2093	0.3980	0.0896	0.0000	0.0000	0.1151	0.0956	2320
504	5050	0.1420	0.0047	0.0592	0.9410	0.5332	0.2063	0.4129	0.0746	0.0000	0.0000	0.1142	0.0929	2325
505	5060	0.1278	0.0049	0.0517	0.9485	0.5316	0.2138	0.4179	0.0846	0.0000	0.0000	0.1181	0.0968	2330
506	5070	0.1382	0.0052	0.0560	0.9442	0.5299	0.2090	0.4030	0.0945	0.0050	0.0000	0.1140	0.0963	2334
507	5080	0.1227	0.0046	0.0498	0.9503	0.5283	0.2086	0.4030	0.0896	0.0000	0.0000	0.1133	0.0980	2339
508	5090	0.1398	0.0052	0.0569	0.9433	0.5266	0.2067	0.3881	0.0896	0.0050	0.0000	0.1131	0.0959	2344
509	5100	0.1350	0.0050	0.0550	0.9452	0.5250	0.2127	0.4179	0.0746	0.0000	0.0000	0.1185	0.0968	2348
510	5110	0.1303	0.0048	0.0531	0.9471	0.5233	0.2092	0.4129	0.0846	0.0000	0.0000	0.1147	0.0967	2353
511	5120	0.1221	0.0046	0.0497	0.9505	0.5217	0.2113	0.3930	0.0896	0.0000	0.0000	0.1120	0.1019	2357
512	5130	0.1332	0.0048	0.0546	0.9456	0.5200	0.2042	0.3831	0.0896	0.0000	0.0000	0.1132	0.0937	2362
513	5140	0.1340	0.0048	0.0549	0.9453	0.5183	0.2089	0.4080	0.0945	0.0000	0.0000	0.1135	0.0971	2366
514	5150	0.1274	0.0045	0.0525	0.9477	0.5167	0.2054	0.3930	0.0896	0.0000	0.0000	0.1148	0.0933	2371
515	5160	0.1224	0.0046	0.0496	0.9505	0.5150	0.2092	0.3831	0.0896	0.0000	0.0000	0.1150	0.0953	2375
516	5170	0.1438	0.0055	0.0580	0.9422	0.5134	0.2117	0.3930	0.0896	0.0000	0.0000	0.1159	0.0968	2380
517	5180	0.1208	0.0047	0.0487	0.9515	0.5117	0.2153	0.4030	0.0945	0.0050	0.0000	0.1169	0.0999	2385
518	5190	0.1135	0.0041	0.0464	0.9537	0.5101	0.2116	0.4229	0.0896	0.0000	0.0000	0.1151	0.0984	2389
519	5200	0.1226	0.0045	0.0501	0.9501	0.5084	0.2113	0.4080	0.0995	0.0000	0.0000	0.1130	0.1006	2394
520	5210	0.1307	0.0047	0.0535	0.9466	0.5068	0.2115	0.3930	0.0945	0.0050	0.0000	0.1151	0.0990	2398
521	5220	0.1167	0.0043	0.0475	0.9526	0.5051	0.2118	0.3930	0.0896	0.0000	0.0000	0.1178	0.0966	2403
522	5230	0.1262	0.0047	0.0513	0.9488	0.5035	0.2084	0.3781	0.0945	0.0000	0.0000	0.1158	0.0948	2407
523	5240	0.1281	0.0048	0.0521	0.9481	0.5018	0.2018	0.3731	0.0697	0.0000	0.0000	0.1158	0.0885	2412
524	5250	0.1230	0.0047	0.0498	0.9504	0.5002	0.2059	0.3980	0.0846	0.0000	0.0000	0.1145	0.0938	2417
525	5260	0.1335	0.0044	0.0557	0.9445	0.4985	0.2100	0.4129	0.0846	0.0000	0.0000	0.1113	0.1007	2421
526	5270	0.1352	0.0048	0.0557	0.9445	0.4969	0.2098	0.3881	0.0995	0.0050	0.0000	0.1141	0.0984	2426
527	5280	0.1355	0.0049	0.0555	0.9447	0.4952	0.2138	0.3930	0.1095	0.0050	0.0000	0.1173	0.0998	2430
528	5290	0.1197	0.0045	0.0487	0.9514	0.4936	0.2112	0.3930	0.1045	0.0050	0.0000	0.1118	0.1019	2435
529	5300	0.1290	0.0047	0.0527	0.9475	0.4919	0.2090	0.3881	0.0846	0.0000	0.0000	0.1124	0.0989	2439
530	5310	0.1218	0.0045	0.0495	0.9506	0.4902	0.2119	0.3980	0.0945	0.0000	0.0000	0.1090	0.1051	2444
531	5320	0.1305	0.0049	0.0531	0.9471	0.4886	0.2079	0.3930	0.0945	0.0000	0.0000	0.1149	0.0954	2449
532	5330	0.1414	0.0051	0.0579	0.9423	0.4869	0.2086	0.3831	0.0995	0.0000	0.0000	0.1124	0.0989	2453
533	5340	0.1440	0.0054	0.0585	0.9417	0.4853	0.2052	0.3781	0.0945	0.0000	0.0000	0.1113	0.0965	2458
534	5350	0.1210	0.0044	0.0496	0.9506	0.4836	0.2076	0.3930	0.0995	0.0050	0.0000	0.1115	0.0991	2462
535	5360	0.1207	0.0045	0.0491	0.9510	0.4820	0.2043	0.3632	0.0945	0.0050	0.0000	0.1094	0.0980	2467
536	5370	0.1205	0.0046	0.0489	0.9513	0.4803	0.2075	0.3881	0.0796	0.0000	0.0000	0.1126	0.0979	2471
537	5380	0.1183	0.0045	0.0479	0.9522	0.4787	0.2069	0.4030	0.0846	0.0000	0.0000	0.1138	0.0959	2476
538	5390	0.1336	0.0050	0.0542	0.9460	0.4770	0.2058	0.3881	0.0647	0.0000	0.0000	0.1101	0.0986	2481
539	5400	0.1243	0.0048	0.0502	0.9499	0.4754	0.2110	0.4229	0.0896	0.0000	0.0000	0.1149	0.0991	2485
540	5410	0.1223	0.0049	0.0490	0.9511	0.4737	0.2045	0.3831	0.0796	0.0000	0.0000	0.1110	0.0960	2490
541	5420	0.1264	0.0046	0.0517	0.9485	0.4721	0.2094	0.4129	0.0746	0.0000	0.0000	0.1110	0.1004	2494
542	5430	0.1345	0.0047	0.0555	0.9447	0.4704	0.2081	0.4179	0.0746	0.0000	0.0000	0.1202	0.0899	2499
543	5440	0.1255	0.0045	0.0516	0.9485	0.4688	0.2068	0.3930	0.0846	0.0050	0.0000	0.1113	0.0972	2503
544	5450	0.1293	0.0044	0.0537	0.9465	0.4671	0.2097	0.4129	0.0697	0.0050	0.0000	0.1181	0.0936	2508
545	5460	0.1219	0.0045	0.0498	0.9503	0.4655	0.2065	0.4030	0.0647	0.0050	0.0000	0.1174	0.0914	2512
546	5470	0.1308	0.0048	0.0533	0.9469	0.4638	0.2075	0.3980	0.0746	0.0000	0.0000	0.1151	0.0945	2517
547	5480	0.1156	0.0043	0.0471	0.9530	0.4622	0.2072	0.3881	0.0945	0.0000	0.0000	0.1139	0.0945	2521
548	5490	0.1097	0.0043	0.0442	0.9560	0.4605	0.2087	0.3731	0.0945	0.0050	0.0000	0.1116	0.0996	2526
549	5500	0.1212	0.0046	0.0490	0.9511	0.4589	0.2053	0.3831	0.0995	0.0000	0.0000	0.1090	0.0989	2530
550	5510	0.1225	0.0044	0.0503	0.9498	0.4572	0.2100	0.4030	0.0945	0.0000	0.0000	0.1113	0.1003	2535
551	5520	0.1107	0.0042	0.0448	0.9553	0.4556	0.2029	0.3881	0.0896	0.0000	0.0000	0.1071	0.0991	2540
552	5530	0.1302	0.0050	0.0525	0.9477	0.4539	0.2083	0.4129	0.0995	0.0050	0.0000	0.1128	0.0979	2544
553	5540	0.1089	0.0042	0.0440	0.9561	0.4523	0.2091	0.4179	0.0945	0.0000	0.0000	0.1148	0.0971	2549
554	5550	0.1174	0.0040	0.0486	0.9516	0.4506	0.2106	0.3831	0.0945	0.0050	0.0000	0.1106	0.1029	2553
555	5560	0.1247	0.0047	0.0507	0.9494	0.4490	0.2018	0.3881	0.0846	0.0000	0.0000	0.1082	0.0967	2558
556	5570	0.1419	0.0054	0.0575	0.9427	0.4474	0.2097	0.3930	0.0896	0.0000	0.0000	0.1153	0.0966	2562
557	5580	0.1172	0.0046	0.0470	0.9531	0.4457	0.2056	0.3831	0.0697	0.0050	0.0000	0.1092	0.0990	2567
558	5590	0.1335	0.0050	0.0544	0.9458	0.4441	0.2030	0.3930	0.0995	0.0000	0.0000	0.1127	0.0928	2572
559	5600	0.1233	0.0042	0.0511	0.9491	0.4424	0.2079	0.3930	0.0896	0.0000	0.0000	0.1138	0.0969	2576
560	5610	0.1261	0.0047	0.0512	0.9490	0.4408	0.2069	0.4129	0.0846	0.0000	0.0000	0.1129	0.0965	2581
561	5620	0.1043	0.0040	0.0422	0.9579	0.4391	0.2079	0.4030	0.0945	0.0000	0.0000	0.1104	0.0997	2585
562	5630	0.1202	0.0045	0.0488	0.9513	0.4375	0.2058	0.3980	0.0647	0.0000	0.0000	0.1114	0.0963	2590
563	5640	0.1195	0.0044	0.0489	0.9513	0.4359	0.2051	0.3980	0.0796	0.0000	0.0000	0.1144	0.0928	2596
564	5650	0.1175	0.0043	0.0479	0.9522	0.4342	0.2032	0.3731	0.0896	0.0000	0.0000	0.1091	0.0965	2601
565	5660	0.1240	0.0044	0.0509	0.9493	0.4326	0.2062	0.4129	0.0796	0.0050	0.0000	0.1145	0.0939	2606
566	5670	0.1256	0.0046	0.0512	0.9489	0.4309	0.2064	0.3980	0.0796	0.0000	0.0000	0.1147	0.0940	2611
567	5680	0.1029	0.0038	0.0418	0.9583	0.4293	0.2037	0.3930	0.0746	0.0000	0.0000	0.1136	0.0925	2615
568	5690	0.1087	0.0041	0.0442	0.9559	0.4277	0.2091	0.3980	0.0846	0.0050	0.0000	0.1147	0.0970	2620
569	5700	0.1183	0.0042	0.0486	0.9516	0.4260	0.2034	0.3682	0.0896	0.0050	0.0000	0.1132	0.0929	2625
570	5710	0.1141	0.0043	0.0464	0.9537	0.4244	0.2087	0.3930	0.0846	0.0050	0.0000	0.1179	0.0941	2629
571	5720	0.1095	0.0040	0.0447	0.9554	0.4228	0.2055	0.3980	0.0796	0.0000	0.0000	0.1100	0.0984	2634
572	5730	0.1230	0.0044	0.0505	0.9497	0.4211	0.2076	0.3930	0.0846	0.0000	0.0000	0.1116	0.0985	2638
573	5740	0.1346	0.0046	0.0558	0.9444	0.4195	0.2080	0.3881	0.0846	0.0000	0.0000	0.1114	0.0997	2643
574	5750	0.1268	0.0044	0.0524	0.9478	0.4179	0.2032	0.3682	0.0746	0.0000	0.0000	0.1115	0.0938	2647
575	5760	0.1243	0.0045	0.0508	0.9493	0.4162	0.2064	0.3881	0.0796	0.0000	0.0000	0.1131	0.0956	2652
576	5770	0.1146	0.0041	0.0470	0.9532	0.4146	0.2095	0.3930	0.0746	0.0000	0.0000	0.1142	0.0972	2657
577	5780	0.1184	0.0046	0.0478	0.9523	0.4130	0.2086	0.4030	0.0846	0.0050	0.0000	0.1115	0.0984	2661
578	5790	0.1272	0.0047	0.0520	0.9482	0.4113	0.2086	0.3930	0.0796	0.0050	0.0000	0.1169	0.0936	2666
579	5800	0.1169	0.0045	0.0472	0.9530	0.4097	0.2077	0.4080	0.0896	0.0050	0.0000	0.1089	0.1002	2670
580	5810	0.1264	0.0050	0.0508	0.9494	0.4081	0.2118	0.4129	0.1095	0.0000	0.0000	0.1195	0.0945	2675
581	5820	0.1298	0.0050	0.0523	0.9479	0.4065	0.2102	0.3930	0.0846	0.0000	0.0000	0.1149	0.0972	2680
582	5830	0.1115	0.0041	0.0456	0.9545	0.4048	0.2124	0.4229	0.0896	0.0000	0.0000	0.1137	0.1009	2684
583	5840	0.1224	0.0046	0.0498	0.9504	0.4032	0.2079	0.3831	0.0796	0.0000	0.0000	0.1132	0.0973	2689
584	5850	0.1215	0.0043	0.0500	0.9502	0.4016	0.2068	0.3632	0.0896	0.0000	0.0000	0.1153	0.0942	2693
585	5860	0.1053	0.0040	0.0426	0.9575	0.4000	0.2062	0.3831	0.0697	0.0000	0.0000	0.1121	0.0965	2698
586	5870	0.1180	0.0044	0.0481	0.9520	0.3984	0.2075	0.3881	0.0945	0.0000	0.0000	0.1141	0.0962	2703
587	5880	0.1163	0.0044	0.0472	0.9530	0.3967	0.2091	0.4080	0.0846	0.0000	0.0000	0.1157	0.0961	2707
588	5890	0.1226	0.0047	0.0496	0.9506	0.3951	0.2047	0.3632	0.0896	0.0000	0.0000	0.1154	0.0916	2712
589	5900	0.1159	0.0042	0.0474	0.9528	0.3935	0.2073	0.3831	0.0846	0.0000	0.0000	0.1115	0.0983	2716
590	5910	0.1197	0.0045	0.0485	0.9517	0.3919	0.2094	0.4030	0.0945	0.0000	0.0000	0.1124	0.1001	2721
591	5920	0.1010	0.0038	0.0411	0.9590	0.3903	0.2006	0.3980	0.0597	0.0000	0.0000	0.1107	0.0927	2725
592	5930	0.1255	0.0045	0.0515	0.9487	0.3887	0.2050	0.3930	0.0896	0.0000	0.0000	0.1164	0.0920	2730
593	5940	0.1158	0.0043	0.0472	0.9530	0.3871	0.2062	0.3930	0.0746	0.0000	0.0000	0.1144	0.0945	2734
594	5950	0.1141	0.0044	0.0462	0.9540	0.3854	0.2056	0.3930	0.0896	0.0000	0.0000	0.1115	0.0966	2739
595	5960	0.1237	0.0047	0.0500	0.9502	0.3838	0.2060	0.3582	0.0746	0.0000	0.0000	0.1101	0.0987	2743
596	5970	0.1353	0.0048	0.0555	0.9447	0.3822	0.2090	0.3881	0.0796	0.0050	0.0000	0.1117	0.0991	2748
597	5980	0.1192	0.0044	0.0486	0.9515	0.3806	0.2052	0.3632	0.0796	0.0050	0.0000	0.1104	0.0973	2753
598	5990	0.1053	0.0038	0.0431	0.9570	0.3790	0.2006	0.3881	0.0796	0.0000	0.0000	0.1082	0.0947	2757
599	6000	0.1165	0.0042	0.0478	0.9523	0.3774	0.2045	0.3980	0.0796	0.0000	0.0000	0.1120	0.0949	2762
600	6010	0.1355	0.0052	0.0549	0.9454	0.3758	0.1983	0.3781	0.0647	0.0000	0.0000	0.1075	0.0938	2766
601	6020	0.1100	0.0041	0.0447	0.9554	0.3742	0.2082	0.4030	0.0647	0.0000	0.0000	0.1119	0.0990	2771
602	6030	0.0993	0.0037	0.0405	0.9596	0.3726	0.2102	0.4080	0.0846	0.0000	0.0000	0.1158	0.0965	2775
603	6040	0.1220	0.0045	0.0498	0.9504	0.3710	0.2059	0.3980	0.0697	0.0000	0.0000	0.1120	0.0960	2780
604	6050	0.1081	0.0041	0.0439	0.9562	0.3694	0.2053	0.3980	0.0697	0.0050	0.0000	0.1157	0.0923	2784
605	6060	0.1158	0.0044	0.0469	0.9533	0.3678	0.2057	0.3731	0.0796	0.0050	0.0000	0.1101	0.0985	2789
606	6070	0.0937	0.0035	0.0380	0.9620	0.3662	0.2034	0.3831	0.0846	0.0000	0.0000	0.1127	0.0931	2794
607	6080	0.1173	0.0043	0.0480	0.9522	0.3646	0.2099	0.3930	0.0896	0.0000	0.0000	0.1130	0.0995	2798
608	6090	0.1159	0.0041	0.0478	0.9524	0.3630	0.2030	0.3781	0.0746	0.0000	0.0000	0.1090	0.0961	2803
609	6100	0.1227	0.0045	0.0500	0.9501	0.3615	0.2052	0.3731	0.0896	0.0000	0.0000	0.1091	0.0990	2807
610	6110	0.1154	0.0042	0.0471	0.9530	0.3599	0.2054	0.3831	0.0846	0.0000	0.0000	0.1125	0.0956	2812
611	6120	0.1267	0.0045	0.0521	0.9481	0.3583	0.2023	0.3682	0.0796	0.0050	0.0000	0.1135	0.0919	2816
612	6130	0.1049	0.0041	0.0422	0.9579	0.3567	0.2067	0.3682	0.0896	0.0000	0.0000	0.1133	0.0957	2821
613	6140	0.1063	0.0039	0.0434	0.9567	0.3551	0.2035	0.3731	0.0796	0.0000	0.0000	0.1101	0.0964	2825
614	6150	0.1106	0.0041	0.0452	0.9550	0.3535	0.2040	0.3980	0.0796	0.0000	0.0000	0.1163	0.0903	2830
615	6160	0.1051	0.0039	0.0429	0.9573	0.3520	0.2056	0.3930	0.0945	0.0000	0.0000	0.1117	0.0964	2835
